"","season","team.home","team.alien","diff.score"
"6427",2013,1244,1367,-12
"6428",2013,1367,1244,12
"6429",2013,1244,1391,-10
"6430",2013,1391,1244,14
"6431",2013,1245,1275,17
"6432",2013,1275,1245,-20
"6433",2013,1245,1325,-1
"6434",2013,1325,1245,3
"6435",2013,1246,1397,10
"6436",2013,1397,1246,30
"6437",2013,1401,1246,-4
"6438",2013,1246,1401,-12
"6439",2013,1435,1246,-2
"6440",2013,1246,1435,4
"6441",2013,1248,1254,4
"6442",2013,1254,1248,11
"6443",2013,1248,1298,17
"6444",2013,1298,1248,-23
"6445",2013,1270,1249,24
"6446",2013,1249,1270,-7
"6447",2013,1249,1311,-11
"6448",2013,1311,1249,27
"6449",2013,1322,1249,28
"6450",2013,1249,1322,-22
"6451",2013,1331,1249,17
"6452",2013,1249,1331,-18
"6453",2013,1249,1358,-11
"6454",2013,1358,1249,38
"6455",2013,1249,1368,-4
"6456",2013,1368,1249,14
"6457",2013,1372,1249,36
"6458",2013,1249,1372,-14
"6459",2013,1394,1249,-4
"6460",2013,1249,1394,-6
"6461",2013,1298,1250,-22
"6462",2013,1250,1298,29
"6463",2013,1251,1255,27
"6464",2013,1255,1251,1
"6465",2013,1251,1347,5
"6466",2013,1347,1251,-17
"6467",2013,1440,1251,13
"6468",2013,1251,1440,-17
"6469",2013,1252,1297,18
"6470",2013,1297,1252,14
"6471",2013,1316,1252,14
"6472",2013,1252,1316,-7
"6473",2013,1252,1367,-37
"6474",2013,1367,1252,12
"6475",2013,1391,1252,16
"6476",2013,1252,1391,-10
"6477",2013,1253,1334,4
"6478",2013,1334,1253,20
"6479",2013,1364,1253,-7
"6480",2013,1253,1364,2
"6481",2013,1253,1413,6
"6482",2013,1413,1253,-1
"6483",2013,1253,1414,22
"6484",2013,1414,1253,3
"6485",2013,1415,1253,-9
"6486",2013,1253,1415,40
"6487",2013,1254,1284,10
"6488",2013,1284,1254,-14
"6489",2013,1254,1357,2
"6490",2013,1357,1254,4
"6491",2013,1383,1254,-10
"6492",2013,1254,1383,8
"6493",2013,1255,1347,15
"6494",2013,1347,1255,10
"6495",2013,1255,1440,-33
"6496",2013,1440,1255,14
"6497",2013,1256,1308,9
"6498",2013,1308,1256,18
"6499",2013,1363,1256,-22
"6500",2013,1256,1363,27
"6501",2013,1256,1370,7
"6502",2013,1370,1256,-6
"6503",2013,1402,1256,-17
"6504",2013,1256,1402,15
"6505",2013,1426,1256,-3
"6506",2013,1256,1426,13
"6507",2013,1427,1256,-2
"6508",2013,1256,1427,25
"6509",2013,1429,1256,-3
"6510",2013,1256,1429,23
"6511",2013,1257,1323,16
"6512",2013,1323,1257,3
"6513",2013,1371,1257,-15
"6514",2013,1257,1371,18
"6515",2013,1257,1378,26
"6516",2013,1378,1257,-18
"6517",2013,1393,1257,-5
"6518",2013,1257,1393,-2
"6519",2013,1258,1337,-3
"6520",2013,1337,1258,2
"6521",2013,1258,1339,-4
"6522",2013,1339,1258,9
"6523",2013,1360,1258,8
"6524",2013,1258,1360,-1
"6525",2013,1362,1258,9
"6526",2013,1258,1362,-2
"6527",2013,1258,1365,4
"6528",2013,1365,1258,23
"6529",2013,1388,1258,13
"6530",2013,1258,1388,-11
"6531",2013,1264,1259,-10
"6532",2013,1259,1264,2
"6533",2013,1259,1265,14
"6534",2013,1265,1259,5
"6535",2013,1310,1259,-2
"6536",2013,1259,1310,-1
"6537",2013,1259,1351,6
"6538",2013,1351,1259,7
"6539",2013,1259,1373,12
"6540",2013,1373,1259,-23
"6541",2013,1434,1260,-9
"6542",2013,1260,1434,-9
"6543",2013,1453,1260,13
"6544",2013,1260,1453,-8
"6545",2013,1260,1454,11
"6546",2013,1454,1260,18
"6547",2013,1260,1460,-1
"6548",2013,1460,1260,3
"6549",2013,1280,1261,-1
"6550",2013,1261,1280,12
"6551",2013,1261,1281,3
"6552",2013,1281,1261,13
"6553",2013,1376,1261,-18
"6554",2013,1261,1376,-9
"6555",2013,1261,1401,4
"6556",2013,1401,1261,-11
"6557",2013,1263,1306,-3
"6558",2013,1306,1263,5
"6559",2013,1392,1263,10
"6560",2013,1263,1392,-16
"6561",2013,1263,1420,15
"6562",2013,1420,1263,1
"6563",2013,1263,1436,3
"6564",2013,1436,1263,12
"6565",2013,1264,1265,12
"6566",2013,1265,1264,4
"6567",2013,1310,1264,4
"6568",2013,1264,1310,-4
"6569",2013,1351,1264,-11
"6570",2013,1264,1351,-9
"6571",2013,1264,1373,20
"6572",2013,1373,1264,3
"6573",2013,1389,1264,-2
"6574",2013,1264,1389,8
"6575",2013,1310,1265,22
"6576",2013,1265,1310,-3
"6577",2013,1265,1351,-6
"6578",2013,1351,1265,4
"6579",2013,1373,1265,-2
"6580",2013,1265,1373,-4
"6581",2013,1265,1389,11
"6582",2013,1389,1265,2
"6583",2013,1338,1266,-7
"6584",2013,1266,1338,10
"6585",2013,1266,1371,7
"6586",2013,1371,1266,-21
"6587",2013,1266,1378,13
"6588",2013,1378,1266,-23
"6589",2013,1272,1267,1
"6590",2013,1267,1272,-12
"6591",2013,1267,1379,4
"6592",2013,1379,1267,56
"6593",2013,1412,1267,14
"6594",2013,1267,1412,-4
"6595",2013,1267,1416,4
"6596",2013,1416,1267,-12
"6597",2013,1314,1268,10
"6598",2013,1268,1314,-11
"6599",2013,1268,1438,-11
"6600",2013,1438,1268,3
"6601",2013,1268,1439,23
"6602",2013,1439,1268,-5
"6603",2013,1268,1448,26
"6604",2013,1448,1268,-10
"6605",2013,1269,1348,28
"6606",2013,1348,1269,-9
"6607",2013,1311,1270,-3
"6608",2013,1270,1311,-1
"6609",2013,1322,1270,15
"6610",2013,1270,1322,-12
"6611",2013,1270,1331,2
"6612",2013,1331,1270,21
"6613",2013,1358,1270,-1
"6614",2013,1270,1358,-15
"6615",2013,1270,1368,7
"6616",2013,1368,1270,11
"6617",2013,1372,1270,28
"6618",2013,1270,1372,-20
"6619",2013,1270,1394,4
"6620",2013,1394,1270,3
"6621",2013,1271,1288,-32
"6622",2013,1288,1271,13
"6623",2013,1271,1313,-5
"6624",2013,1313,1271,22
"6625",2013,1379,1272,-13
"6626",2013,1272,1379,16
"6627",2013,1412,1272,-16
"6628",2013,1272,1412,15
"6629",2013,1272,1416,22
"6630",2013,1416,1272,-9
"6631",2013,1273,1297,17
"6632",2013,1297,1273,17
"6633",2013,1316,1273,-19
"6634",2013,1273,1316,20
"6635",2013,1273,1391,6
"6636",2013,1391,1273,-12
"6637",2013,1314,1274,-9
"6638",2013,1274,1314,26
"6639",2013,1439,1274,-9
"6640",2013,1274,1439,18
"6641",2013,1275,1325,-12
"6642",2013,1325,1275,4
"6643",2013,1276,1277,1
"6644",2013,1277,1276,23
"6645",2013,1321,1276,-28
"6646",2013,1276,1321,22
"6647",2013,1276,1326,2
"6648",2013,1326,1276,3
"6649",2013,1276,1336,8
"6650",2013,1336,1276,6
"6651",2013,1276,1345,15
"6652",2013,1345,1276,-5
"6653",2013,1277,1278,11
"6654",2013,1278,1277,13
"6655",2013,1277,1304,10
"6656",2013,1304,1277,-9
"6657",2013,1277,1326,3
"6658",2013,1326,1277,8
"6659",2013,1277,1345,23
"6660",2013,1345,1277,-13
"6661",2013,1458,1277,-2
"6662",2013,1277,1458,15
"6663",2013,1278,1304,19
"6664",2013,1304,1278,2
"6665",2013,1278,1321,18
"6666",2013,1321,1278,7
"6667",2013,1278,1458,5
"6668",2013,1458,1278,1
"6669",2013,1279,1280,18
"6670",2013,1280,1279,6
"6671",2013,1279,1281,15
"6672",2013,1281,1279,19
"6673",2013,1397,1279,-18
"6674",2013,1279,1397,6
"6675",2013,1279,1401,9
"6676",2013,1401,1279,2
"6677",2013,1280,1376,2
"6678",2013,1376,1280,7
"6679",2013,1281,1376,6
"6680",2013,1376,1281,-22
"6681",2013,1282,1295,-19
"6682",2013,1295,1282,37
"6683",2013,1303,1282,12
"6684",2013,1282,1303,-8
"6685",2013,1324,1282,13
"6686",2013,1282,1324,-12
"6687",2013,1282,1355,-16
"6688",2013,1355,1282,31
"6689",2013,1377,1282,-4
"6690",2013,1282,1377,15
"6691",2013,1282,1442,-5
"6692",2013,1442,1282,3
"6693",2013,1320,1283,11
"6694",2013,1283,1320,-6
"6695",2013,1283,1356,11
"6696",2013,1356,1283,8
"6697",2013,1283,1455,-10
"6698",2013,1455,1283,29
"6699",2013,1291,1284,12
"6700",2013,1284,1291,-14
"6701",2013,1284,1352,-15
"6702",2013,1352,1284,12
"6703",2013,1383,1284,-4
"6704",2013,1284,1383,9
"6705",2013,1284,1384,5
"6706",2013,1384,1284,2
"6707",2013,1447,1284,4
"6708",2013,1284,1447,-10
"6709",2013,1285,1286,5
"6710",2013,1286,1285,-3
"6711",2013,1315,1285,-15
"6712",2013,1285,1315,20
"6713",2013,1319,1285,-6
"6714",2013,1285,1319,13
"6715",2013,1285,1340,7
"6716",2013,1340,1285,-13
"6717",2013,1285,1381,6
"6718",2013,1381,1285,-12
"6719",2013,1294,1286,-3
"6720",2013,1286,1294,-13
"6721",2013,1315,1286,13
"6722",2013,1286,1315,-9
"6723",2013,1286,1319,4
"6724",2013,1319,1286,7
"6725",2013,1286,1340,3
"6726",2013,1340,1286,-6
"6727",2013,1286,1381,8
"6728",2013,1381,1286,-1
"6729",2013,1286,1451,5
"6730",2013,1451,1286,8
"6731",2013,1287,1295,-12
"6732",2013,1295,1287,20
"6733",2013,1287,1398,9
"6734",2013,1398,1287,-1
"6735",2013,1287,1399,2
"6736",2013,1399,1287,6
"6737",2013,1313,1288,2
"6738",2013,1288,1313,-5
"6739",2013,1290,1341,9
"6740",2013,1341,1290,3
"6741",2013,1380,1290,34
"6742",2013,1290,1380,-4
"6743",2013,1290,1411,-27
"6744",2013,1411,1290,16
"6745",2013,1352,1291,-9
"6746",2013,1352,1291,8
"6747",2013,1291,1383,8
"6748",2013,1383,1291,14
"6749",2013,1291,1447,-2
"6750",2013,1447,1291,9
"6751",2013,1292,1317,18
"6752",2013,1317,1292,-8
"6753",2013,1375,1292,-4
"6754",2013,1292,1375,35
"6755",2013,1292,1407,52
"6756",2013,1407,1292,-10
"6757",2013,1418,1292,-14
"6758",2013,1292,1418,22
"6759",2013,1419,1292,-9
"6760",2013,1292,1419,41
"6761",2013,1292,1443,19
"6762",2013,1443,1292,-8
"6763",2013,1369,1293,-8
"6764",2013,1293,1369,-16
"6765",2013,1404,1293,-11
"6766",2013,1293,1404,-1
"6767",2013,1315,1294,-9
"6768",2013,1294,1315,-2
"6769",2013,1294,1319,8
"6770",2013,1319,1294,2
"6771",2013,1294,1340,17
"6772",2013,1340,1294,-10
"6773",2013,1294,1381,8
"6774",2013,1381,1294,1
"6775",2013,1451,1294,25
"6776",2013,1294,1451,-21
"6777",2013,1295,1303,44
"6778",2013,1303,1295,-27
"6779",2013,1295,1324,8
"6780",2013,1324,1295,3
"6781",2013,1295,1355,3
"6782",2013,1355,1295,16
"6783",2013,1377,1295,-26
"6784",2013,1295,1377,19
"6785",2013,1442,1295,8
"6786",2013,1295,1442,-13
"6787",2013,1296,1405,-5
"6788",2013,1405,1296,24
"6789",2013,1296,1444,-37
"6790",2013,1444,1296,8
"6791",2013,1316,1297,-13
"6792",2013,1297,1316,27
"6793",2013,1367,1297,-5
"6794",2013,1297,1367,-6
"6795",2013,1391,1297,12
"6796",2013,1297,1391,-16
"6797",2013,1299,1300,-4
"6798",2013,1300,1299,4
"6799",2013,1299,1354,23
"6800",2013,1354,1299,2
"6801",2013,1299,1366,2
"6802",2013,1366,1299,7
"6803",2013,1354,1300,-19
"6804",2013,1300,1354,8
"6805",2013,1300,1366,4
"6806",2013,1366,1300,8
"6807",2013,1300,1430,18
"6808",2013,1430,1300,-6
"6809",2013,1301,1314,8
"6810",2013,1314,1301,11
"6811",2013,1301,1448,15
"6812",2013,1448,1301,2
"6813",2013,1324,1303,12
"6814",2013,1303,1324,-15
"6815",2013,1355,1303,15
"6816",2013,1303,1355,-18
"6817",2013,1377,1303,-5
"6818",2013,1303,1377,-23
"6819",2013,1303,1442,-15
"6820",2013,1442,1303,18
"6821",2013,1326,1304,26
"6822",2013,1304,1326,-7
"6823",2013,1336,1304,-4
"6824",2013,1304,1336,14
"6825",2013,1304,1458,-6
"6826",2013,1458,1304,31
"6827",2013,1307,1305,13
"6828",2013,1305,1307,-13
"6829",2013,1305,1361,-21
"6830",2013,1361,1305,13
"6831",2013,1424,1305,12
"6832",2013,1305,1424,-17
"6833",2013,1305,1461,-11
"6834",2013,1461,1305,20
"6835",2013,1392,1306,16
"6836",2013,1306,1392,-2
"6837",2013,1306,1420,6
"6838",2013,1420,1306,11
"6839",2013,1306,1436,-13
"6840",2013,1436,1306,15
"6841",2013,1307,1308,15
"6842",2013,1308,1307,-5
"6843",2013,1307,1361,10
"6844",2013,1361,1307,21
"6845",2013,1461,1307,-4
"6846",2013,1307,1461,11
"6847",2013,1308,1363,17
"6848",2013,1363,1308,-10
"6849",2013,1370,1308,-1
"6850",2013,1308,1370,3
"6851",2013,1308,1402,11
"6852",2013,1402,1308,-14
"6853",2013,1308,1426,3
"6854",2013,1426,1308,21
"6855",2013,1308,1427,20
"6856",2013,1427,1308,-13
"6857",2013,1308,1429,13
"6858",2013,1429,1308,4
"6859",2013,1308,1431,4
"6860",2013,1431,1308,1
"6861",2013,1309,1311,3
"6862",2013,1311,1309,13
"6863",2013,1309,1312,2
"6864",2013,1312,1309,20
"6865",2013,1309,1356,-17
"6866",2013,1356,1309,13
"6867",2013,1309,1363,4
"6868",2013,1363,1309,7
"6869",2013,1309,1369,-16
"6870",2013,1369,1309,23
"6871",2013,1309,1410,2
"6872",2013,1410,1309,14
"6873",2013,1351,1310,3
"6874",2013,1310,1351,-9
"6875",2013,1310,1373,23
"6876",2013,1373,1310,-9
"6877",2013,1389,1310,-19
"6878",2013,1310,1389,17
"6879",2013,1322,1311,-15
"6880",2013,1311,1322,-5
"6881",2013,1311,1331,-13
"6882",2013,1331,1311,12
"6883",2013,1311,1358,3
"6884",2013,1358,1311,-3
"6885",2013,1368,1311,5
"6886",2013,1311,1368,-11
"6887",2013,1372,1311,23
"6888",2013,1311,1372,-12
"6889",2013,1311,1394,7
"6890",2013,1394,1311,4
"6891",2013,1312,1354,9
"6892",2013,1354,1312,3
"6893",2013,1312,1410,13
"6894",2013,1410,1312,17
"6895",2013,1430,1312,-5
"6896",2013,1312,1430,8
"6897",2013,1314,1438,12
"6898",2013,1438,1314,9
"6899",2013,1319,1315,-2
"6900",2013,1315,1319,-2
"6901",2013,1315,1340,9
"6902",2013,1340,1315,-8
"6903",2013,1315,1381,7
"6904",2013,1381,1315,12
"6905",2013,1451,1315,32
"6906",2013,1315,1451,-15
"6907",2013,1316,1367,24
"6908",2013,1367,1316,6
"6909",2013,1391,1316,-16
"6910",2013,1316,1391,5
"6911",2013,1317,1375,10
"6912",2013,1375,1317,12
"6913",2013,1317,1407,17
"6914",2013,1407,1317,-2
"6915",2013,1317,1418,-4
"6916",2013,1418,1317,31
"6917",2013,1317,1419,-13
"6918",2013,1419,1317,12
"6919",2013,1443,1317,6
"6920",2013,1317,1443,-11
"6921",2013,1330,1318,-5
"6922",2013,1318,1330,-7
"6923",2013,1318,1423,4
"6924",2013,1423,1318,6
"6925",2013,1318,1456,4
"6926",2013,1456,1318,-4
"6927",2013,1319,1340,7
"6928",2013,1340,1319,5
"6929",2013,1319,1381,-13
"6930",2013,1381,1319,11
"6931",2013,1451,1319,13
"6932",2013,1319,1451,-2
"6933",2013,1320,1356,13
"6934",2013,1356,1320,6
"6935",2013,1320,1455,5
"6936",2013,1455,1320,25
"6937",2013,1326,1321,10
"6938",2013,1321,1326,-10
"6939",2013,1336,1321,-16
"6940",2013,1321,1336,-7
"6941",2013,1321,1345,15
"6942",2013,1345,1321,31
"6943",2013,1322,1331,12
"6944",2013,1331,1322,6
"6945",2013,1358,1322,-9
"6946",2013,1322,1358,11
"6947",2013,1322,1368,35
"6948",2013,1368,1322,-3
"6949",2013,1322,1372,4
"6950",2013,1372,1322,1
"6951",2013,1394,1322,-11
"6952",2013,1322,1394,15
"6953",2013,1323,1385,26
"6954",2013,1385,1323,4
"6955",2013,1324,1355,5
"6956",2013,1355,1324,7
"6957",2013,1377,1324,-1
"6958",2013,1324,1377,-19
"6959",2013,1324,1442,7
"6960",2013,1442,1324,10
"6961",2013,1326,1458,9
"6962",2013,1458,1326,22
"6963",2013,1328,1329,9
"6964",2013,1329,1328,5
"6965",2013,1328,1395,27
"6966",2013,1395,1328,3
"6967",2013,1328,1400,6
"6968",2013,1400,1328,6
"6969",2013,1328,1403,18
"6970",2013,1403,1328,-15
"6971",2013,1452,1328,-10
"6972",2013,1328,1452,13
"6973",2013,1329,1395,18
"6974",2013,1395,1329,-17
"6975",2013,1400,1329,-13
"6976",2013,1329,1400,13
"6977",2013,1329,1403,34
"6978",2013,1403,1329,-24
"6979",2013,1329,1452,14
"6980",2013,1452,1329,-16
"6981",2013,1330,1423,23
"6982",2013,1423,1330,5
"6983",2013,1456,1330,9
"6984",2013,1330,1456,-12
"6985",2013,1358,1331,-4
"6986",2013,1331,1358,10
"6987",2013,1368,1331,-14
"6988",2013,1331,1368,6
"6989",2013,1331,1372,-11
"6990",2013,1372,1331,10
"6991",2013,1394,1331,-12
"6992",2013,1331,1394,5
"6993",2013,1333,1332,-13
"6994",2013,1332,1333,10
"6995",2013,1332,1390,11
"6996",2013,1390,1332,24
"6997",2013,1332,1428,9
"6998",2013,1428,1332,10
"6999",2013,1332,1449,5
"7000",2013,1449,1332,-13
"7001",2013,1332,1450,7
"7002",2013,1450,1332,-2
"7003",2013,1390,1333,8
"7004",2013,1333,1390,-10
"7005",2013,1333,1428,18
"7006",2013,1428,1333,11
"7007",2013,1333,1449,8
"7008",2013,1449,1333,10
"7009",2013,1450,1333,-1
"7010",2013,1333,1450,-3
"7011",2013,1334,1364,18
"7012",2013,1364,1334,13
"7013",2013,1413,1334,-10
"7014",2013,1334,1413,13
"7015",2013,1334,1414,8
"7016",2013,1414,1334,9
"7017",2013,1334,1415,5
"7018",2013,1415,1334,-2
"7019",2013,1343,1335,12
"7020",2013,1335,1343,-13
"7021",2013,1335,1463,-9
"7022",2013,1463,1335,14
"7023",2013,1345,1336,18
"7024",2013,1336,1345,-9
"7025",2013,1458,1336,9
"7026",2013,1336,1458,-3
"7027",2013,1337,1339,7
"7028",2013,1339,1337,-4
"7029",2013,1337,1360,-12
"7030",2013,1360,1337,7
"7031",2013,1337,1362,-8
"7032",2013,1362,1337,6
"7033",2013,1337,1365,-7
"7034",2013,1365,1337,10
"7035",2013,1388,1337,12
"7036",2013,1337,1388,-39
"7037",2013,1437,1338,-15
"7038",2013,1338,1437,9
"7039",2013,1339,1360,3
"7040",2013,1360,1339,11
"7041",2013,1362,1339,-2
"7042",2013,1339,1362,-3
"7043",2013,1365,1339,24
"7044",2013,1339,1365,-12
"7045",2013,1339,1388,-22
"7046",2013,1388,1339,35
"7047",2013,1340,1381,21
"7048",2013,1381,1340,13
"7049",2013,1340,1451,-4
"7050",2013,1451,1340,28
"7051",2013,1380,1341,5
"7052",2013,1341,1380,-22
"7053",2013,1341,1411,-5
"7054",2013,1411,1341,36
"7055",2013,1342,1421,-3
"7056",2013,1421,1342,12
"7057",2013,1342,1457,7
"7058",2013,1457,1342,11
"7059",2013,1343,1463,-4
"7060",2013,1463,1343,5
"7061",2013,1371,1344,-12
"7062",2013,1344,1371,10
"7063",2013,1344,1393,-6
"7064",2013,1393,1344,25
"7065",2013,1344,1437,3
"7066",2013,1437,1344,-3
"7067",2013,1346,1352,2
"7068",2013,1352,1346,12
"7069",2013,1357,1346,-7
"7070",2013,1346,1357,-6
"7071",2013,1383,1346,-11
"7072",2013,1346,1383,-2
"7073",2013,1384,1346,-9
"7074",2013,1346,1384,16
"7075",2013,1440,1347,-3
"7076",2013,1347,1440,-1
"7077",2013,1349,1374,-22
"7078",2013,1374,1349,12
"7079",2013,1408,1349,7
"7080",2013,1349,1408,-25
"7081",2013,1409,1349,13
"7082",2013,1349,1409,-6
"7083",2013,1431,1349,12
"7084",2013,1349,1431,-11
"7085",2013,1350,1433,12
"7086",2013,1433,1350,11
"7087",2013,1373,1351,-6
"7088",2013,1351,1373,19
"7089",2013,1389,1351,-12
"7090",2013,1351,1389,15
"7091",2013,1352,1357,4
"7092",2013,1357,1352,-5
"7093",2013,1352,1383,18
"7094",2013,1383,1352,10
"7095",2013,1384,1352,-14
"7096",2013,1352,1384,12
"7097",2013,1353,1371,2
"7098",2013,1371,1353,-5
"7099",2013,1385,1353,-2
"7100",2013,1353,1385,-12
"7101",2013,1354,1366,-15
"7102",2013,1366,1354,4
"7103",2013,1355,1377,13
"7104",2013,1377,1355,3
"7105",2013,1442,1355,-6
"7106",2013,1355,1442,9
"7107",2013,1356,1455,2
"7108",2013,1455,1356,6
"7109",2013,1357,1383,1
"7110",2013,1383,1357,12
"7111",2013,1384,1357,-3
"7112",2013,1357,1384,-4
"7113",2013,1392,1357,-2
"7114",2013,1357,1392,-5
"7115",2013,1358,1368,9
"7116",2013,1368,1358,4
"7117",2013,1358,1372,-6
"7118",2013,1372,1358,15
"7119",2013,1358,1394,4
"7120",2013,1394,1358,-4
"7121",2013,1359,1422,4
"7122",2013,1422,1359,2
"7123",2013,1359,1441,4
"7124",2013,1441,1359,2
"7125",2013,1362,1360,-4
"7126",2013,1360,1362,-13
"7127",2013,1360,1365,-14
"7128",2013,1365,1360,9
"7129",2013,1388,1360,33
"7130",2013,1360,1388,-10
"7131",2013,1361,1424,-7
"7132",2013,1424,1361,2
"7133",2013,1361,1461,28
"7134",2013,1461,1361,13
"7135",2013,1365,1362,5
"7136",2013,1362,1365,-31
"7137",2013,1388,1362,6
"7138",2013,1362,1388,-4
"7139",2013,1363,1370,5
"7140",2013,1370,1363,8
"7141",2013,1402,1363,-17
"7142",2013,1363,1402,-23
"7143",2013,1363,1426,-19
"7144",2013,1426,1363,7
"7145",2013,1429,1363,6
"7146",2013,1363,1429,-27
"7147",2013,1413,1364,-7
"7148",2013,1364,1413,-8
"7149",2013,1364,1414,3
"7150",2013,1414,1364,2
"7151",2013,1364,1415,10
"7152",2013,1415,1364,9
"7153",2013,1364,1461,-28
"7154",2013,1461,1364,16
"7155",2013,1365,1388,-21
"7156",2013,1388,1365,13
"7157",2013,1366,1442,1
"7158",2013,1442,1366,4
"7159",2013,1367,1391,-2
"7160",2013,1391,1367,7
"7161",2013,1367,1427,11
"7162",2013,1427,1367,8
"7163",2013,1368,1372,4
"7164",2013,1372,1368,12
"7165",2013,1368,1394,14
"7166",2013,1394,1368,14
"7167",2013,1369,1404,5
"7168",2013,1404,1369,-22
"7169",2013,1370,1402,-3
"7170",2013,1402,1370,2
"7171",2013,1426,1370,-17
"7172",2013,1370,1426,-2
"7173",2013,1427,1370,-16
"7174",2013,1370,1427,-3
"7175",2013,1429,1370,9
"7176",2013,1370,1429,-22
"7177",2013,1394,1372,-11
"7178",2013,1372,1394,9
"7179",2013,1373,1389,13
"7180",2013,1389,1373,10
"7181",2013,1374,1408,6
"7182",2013,1408,1374,11
"7183",2013,1409,1374,-6
"7184",2013,1374,1409,-1
"7185",2013,1374,1428,7
"7186",2013,1428,1374,9
"7187",2013,1431,1374,9
"7188",2013,1374,1431,-13
"7189",2013,1375,1407,3
"7190",2013,1407,1375,-4
"7191",2013,1418,1375,-2
"7192",2013,1375,1418,24
"7193",2013,1419,1375,-5
"7194",2013,1375,1419,15
"7195",2013,1375,1443,8
"7196",2013,1443,1375,6
"7197",2013,1376,1435,-7
"7198",2013,1435,1376,10
"7199",2013,1377,1442,-2
"7200",2013,1442,1377,2
"7201",2013,1416,1378,-9
"7202",2013,1378,1416,-18
"7203",2013,1378,1437,-8
"7204",2013,1437,1378,28
"7205",2013,1379,1412,15
"7206",2013,1412,1379,-4
"7207",2013,1379,1416,8
"7208",2013,1416,1379,2
"7209",2013,1380,1411,6
"7210",2013,1411,1380,13
"7211",2013,1381,1451,-7
"7212",2013,1451,1381,17
"7213",2013,1447,1383,-19
"7214",2013,1383,1447,1
"7215",2013,1417,1390,8
"7216",2013,1390,1417,-8
"7217",2013,1425,1390,2
"7218",2013,1390,1425,-1
"7219",2013,1428,1390,-31
"7220",2013,1390,1428,18
"7221",2013,1420,1392,-7
"7222",2013,1392,1420,44
"7223",2013,1392,1436,17
"7224",2013,1436,1392,8
"7225",2013,1393,1437,11
"7226",2013,1437,1393,4
"7227",2013,1400,1395,17
"7228",2013,1395,1400,-9
"7229",2013,1395,1403,-9
"7230",2013,1403,1395,9
"7231",2013,1452,1395,21
"7232",2013,1395,1452,-13
"7233",2013,1397,1435,1
"7234",2013,1435,1397,-12
"7235",2013,1399,1398,-6
"7236",2013,1398,1399,19
"7237",2013,1400,1403,16
"7238",2013,1403,1400,-2
"7239",2013,1400,1452,-4
"7240",2013,1452,1400,2
"7241",2013,1402,1426,-17
"7242",2013,1426,1402,25
"7243",2013,1427,1402,-3
"7244",2013,1402,1427,-11
"7245",2013,1402,1429,-24
"7246",2013,1429,1402,16
"7247",2013,1403,1452,-16
"7248",2013,1452,1403,2
"7249",2013,1444,1405,23
"7250",2013,1405,1444,-3
"7251",2013,1423,1406,-5
"7252",2013,1406,1423,13
"7253",2013,1406,1456,13
"7254",2013,1456,1406,7
"7255",2013,1407,1418,19
"7256",2013,1418,1407,10
"7257",2013,1407,1419,9
"7258",2013,1419,1407,-7
"7259",2013,1407,1430,-4
"7260",2013,1430,1407,3
"7261",2013,1407,1443,-4
"7262",2013,1443,1407,4
"7263",2013,1408,1409,3
"7264",2013,1409,1408,12
"7265",2013,1408,1431,-9
"7266",2013,1431,1408,12
"7267",2013,1409,1431,3
"7268",2013,1431,1409,-4
"7269",2013,1410,1426,-9
"7270",2013,1426,1410,15
"7271",2013,1410,1430,2
"7272",2013,1430,1410,17
"7273",2013,1416,1412,16
"7274",2013,1412,1416,-4
"7275",2013,1414,1413,11
"7276",2013,1413,1414,-3
"7277",2013,1413,1415,7
"7278",2013,1415,1413,-7
"7279",2013,1414,1415,4
"7280",2013,1415,1414,10
"7281",2013,1425,1417,-16
"7282",2013,1417,1425,-4
"7283",2013,1417,1449,2
"7284",2013,1449,1417,-7
"7285",2013,1417,1450,14
"7286",2013,1450,1417,12
"7287",2013,1418,1419,24
"7288",2013,1419,1418,-8
"7289",2013,1443,1418,23
"7290",2013,1418,1443,-11
"7291",2013,1419,1443,-11
"7292",2013,1443,1419,18
"7293",2013,1436,1420,15
"7294",2013,1420,1436,-12
"7295",2013,1421,1457,13
"7296",2013,1457,1421,9
"7297",2013,1441,1422,3
"7298",2013,1422,1441,-2
"7299",2013,1422,1459,19
"7300",2013,1459,1422,9
"7301",2013,1456,1423,6
"7302",2013,1423,1456,-1
"7303",2013,1424,1461,12
"7304",2013,1461,1424,-23
"7305",2013,1425,1449,11
"7306",2013,1449,1425,8
"7307",2013,1425,1450,4
"7308",2013,1450,1425,25
"7309",2013,1427,1426,-8
"7310",2013,1426,1427,5
"7311",2013,1429,1426,-6
"7312",2013,1426,1429,15
"7313",2013,1427,1429,-4
"7314",2013,1429,1427,20
"7315",2013,1454,1434,-24
"7316",2013,1434,1454,31
"7317",2013,1434,1464,9
"7318",2013,1464,1434,12
"7319",2013,1439,1438,-16
"7320",2013,1438,1439,18
"7321",2013,1439,1448,1
"7322",2013,1448,1439,11
"7323",2013,1450,1449,-5
"7324",2013,1449,1450,4
"7325",2013,1460,1453,11
"7326",2013,1453,1460,-2
"7327",2013,1453,1464,9
"7328",2013,1464,1453,-17
"7329",2013,1460,1454,2
"7330",2013,1454,1460,-15
"7331",2013,1454,1464,-3
"7332",2013,1464,1454,14
"7333",2013,1460,1464,27
"7334",2013,1464,1460,7
