"","season","daynum","wteam","wscore","lteam","lscore","wloc","numot","wfgm","wfga","wfgm3","wfga3","wftm","wfta","wor","wdr","wast","wto","wstl","wblk","wpf","lfgm","lfga","lfgm3","lfga3","lftm","lfta","lor","ldr","last","lto","lstl","lblk","lpf"
"6068",2013,114,1318,90,1209,84,"A",1,26,60,11,31,27,27,6,28,19,11,7,3,17,32,62,8,23,12,19,4,28,15,11,9,2,22
"6069",2013,75,1209,69,1330,54,"A",0,23,57,7,20,16,22,14,23,14,13,6,6,18,17,48,7,19,13,23,13,23,13,17,5,9,18
"6070",2013,89,1209,83,1330,63,"H",0,28,52,16,33,11,16,5,26,16,13,10,4,18,21,65,4,21,17,25,21,22,10,13,4,1,17
"6071",2013,77,1209,71,1406,69,"A",0,26,56,11,22,8,9,9,26,13,10,4,5,15,22,56,9,22,16,22,10,21,10,6,5,3,12
"6072",2013,96,1406,90,1209,82,"A",1,31,55,13,21,15,26,12,25,19,17,2,3,22,26,61,8,24,22,32,14,18,16,11,11,6,22
"6073",2013,79,1209,81,1423,63,"H",0,28,55,9,22,16,22,8,25,16,11,13,6,15,21,50,8,22,13,20,7,21,11,17,7,5,17
"6074",2013,93,1423,76,1209,72,"H",0,27,51,9,18,13,21,9,24,14,11,5,7,13,26,55,9,17,11,17,8,19,11,8,7,2,17
"6075",2013,72,1209,74,1456,58,"H",0,22,51,7,22,23,25,14,20,12,12,7,5,16,20,53,4,15,14,16,12,16,14,13,2,3,22
"6076",2013,105,1456,75,1209,63,"H",0,26,45,12,18,11,14,7,22,18,14,5,4,12,27,62,6,24,3,9,17,14,12,9,8,0,17
"6077",2013,121,1210,71,1274,69,"A",0,30,58,8,18,3,6,7,25,14,9,4,4,19,24,50,6,18,15,21,5,23,10,8,4,5,11
"6078",2013,61,1274,62,1210,49,"A",0,22,53,7,19,11,17,10,30,13,13,8,5,13,17,52,5,18,10,15,7,22,13,12,5,2,13
"6079",2013,65,1301,83,1210,70,"H",0,28,55,7,16,20,29,9,34,16,13,4,8,16,27,73,4,18,12,16,14,23,8,7,5,2,20
"6080",2013,118,1301,70,1210,57,"A",0,24,56,1,11,21,30,11,25,12,10,12,3,13,22,64,4,18,9,12,16,26,12,15,3,5,23
"6081",2013,79,1314,79,1210,63,"H",0,30,70,6,17,13,22,13,32,19,14,9,10,8,27,75,4,15,5,6,17,33,8,19,8,3,23
"6082",2013,106,1314,70,1210,58,"A",0,25,66,6,20,14,17,11,27,19,9,14,2,12,23,58,8,21,4,11,12,31,11,19,5,7,13
"6083",2013,90,1210,66,1438,60,"H",0,22,46,4,15,18,25,9,23,12,13,5,5,14,22,55,9,22,7,11,13,18,15,14,4,3,22
"6084",2013,111,1438,82,1210,54,"H",0,32,59,6,19,12,14,10,19,15,5,5,3,8,22,50,6,17,4,8,10,16,8,17,3,1,16
"6085",2013,96,1210,64,1439,54,"A",0,23,59,6,17,12,22,10,39,13,11,2,6,18,19,62,7,20,9,14,6,29,8,8,1,6,17
"6086",2013,68,1439,70,1210,65,"A",1,24,58,3,16,19,24,11,32,9,12,4,4,16,22,61,8,24,13,21,9,23,13,9,6,6,19
"6087",2013,82,1210,82,1448,62,"H",0,32,59,10,20,8,13,10,26,20,15,9,7,24,20,57,3,12,19,32,16,20,10,16,6,7,18
"6088",2013,103,1210,57,1448,56,"A",0,22,56,4,11,9,15,8,24,10,14,5,5,18,14,48,5,20,23,25,9,26,6,17,5,8,15
"6089",2013,87,1211,88,1258,43,"A",0,31,57,13,21,13,26,15,31,24,10,9,5,12,14,56,8,26,7,12,13,18,7,14,7,3,21
"6090",2013,96,1211,74,1258,55,"H",0,24,47,5,15,21,30,14,29,17,15,4,4,17,17,57,3,16,18,22,15,14,5,8,11,2,23
"6091",2013,59,1211,78,1337,62,"A",0,23,53,7,19,25,29,11,19,16,8,6,1,15,24,55,2,12,12,16,14,22,12,14,4,2,20
"6092",2013,94,1211,82,1337,56,"H",0,26,58,12,27,18,24,12,17,18,7,9,5,18,17,47,7,19,15,21,15,24,7,21,5,1,15
"6093",2013,73,1211,71,1339,49,"A",0,27,58,9,21,8,11,16,20,13,13,10,3,15,18,44,3,10,10,13,7,15,8,17,9,4,17
"6094",2013,117,1211,81,1339,52,"H",0,31,63,8,23,11,17,13,28,20,5,10,2,12,17,59,8,20,10,14,16,21,8,13,5,6,20
"6095",2013,89,1211,65,1360,63,"A",0,25,57,4,8,11,16,12,20,13,10,11,6,14,26,60,6,21,5,9,16,22,12,15,6,7,17
"6096",2013,110,1211,81,1360,50,"H",0,30,55,8,19,13,17,11,27,14,12,5,4,20,15,42,2,14,18,28,5,17,6,13,4,2,19
"6097",2013,82,1211,66,1362,52,"H",0,26,58,8,20,6,11,8,29,15,8,13,3,10,20,51,9,24,3,8,6,27,8,17,5,1,17
"6098",2013,103,1211,71,1362,61,"A",0,27,58,3,16,14,18,13,32,8,10,4,6,13,21,57,7,23,12,16,8,21,12,9,3,2,22
"6099",2013,61,1211,81,1365,74,"A",0,26,47,2,9,27,30,8,22,11,9,5,2,19,25,61,7,23,17,22,18,14,14,8,5,4,22
"6100",2013,107,1211,85,1365,42,"H",0,33,58,7,17,12,17,14,31,15,10,8,3,14,16,53,4,17,6,10,8,14,4,12,8,2,20
"6101",2013,66,1211,83,1388,78,"H",0,32,59,4,14,15,18,6,21,13,8,7,0,17,28,61,7,27,15,23,16,23,10,10,4,1,18
"6102",2013,101,1211,77,1388,60,"A",0,24,48,9,17,20,24,9,28,13,11,6,3,12,23,58,12,35,2,5,9,16,10,10,8,4,18
"6103",2013,75,1238,57,1212,46,"A",0,21,54,6,14,9,15,9,17,12,5,3,3,10,19,39,2,8,6,8,1,25,10,12,1,0,17
"6104",2013,103,1238,77,1212,38,"H",0,30,55,9,20,8,12,8,18,13,8,14,0,20,13,37,2,11,10,21,11,19,8,23,4,1,10
"6105",2013,84,1290,65,1212,50,"A",0,26,62,7,20,6,11,13,17,12,9,13,3,12,21,49,3,12,5,10,12,24,10,20,3,2,13
"6106",2013,112,1290,90,1212,68,"H",0,35,71,15,34,5,10,15,26,18,13,4,4,18,28,70,2,17,10,18,21,24,12,15,7,1,14
"6107",2013,68,1341,60,1212,44,"H",0,20,53,3,14,17,26,13,24,7,7,9,4,16,18,45,5,17,3,13,9,25,13,17,4,0,19
"6108",2013,96,1341,63,1212,53,"A",0,24,58,4,14,11,21,17,24,12,8,11,6,16,20,56,7,17,6,12,16,21,10,13,3,2,21
"6109",2013,62,1380,82,1212,43,"A",0,27,55,12,24,16,26,14,30,10,11,12,1,8,16,50,4,15,7,10,5,19,11,18,2,2,17
"6110",2013,89,1380,59,1212,31,"H",0,23,61,6,21,7,15,17,38,14,9,4,7,8,11,56,2,17,7,10,10,25,5,9,5,4,13
"6111",2013,70,1411,95,1212,50,"H",0,35,65,10,26,15,24,16,26,26,4,8,6,9,19,49,9,19,3,4,4,19,13,15,4,4,19
"6112",2013,98,1411,80,1212,52,"A",0,28,52,13,27,11,17,13,25,17,5,1,2,16,20,51,6,18,6,13,9,14,8,4,3,0,16
"6113",2013,26,1214,58,1224,50,"H",0,18,56,9,25,13,19,13,19,13,22,10,10,20,14,46,0,8,22,31,16,27,6,25,10,8,20
"6114",2013,68,1214,51,1224,49,"A",0,15,51,3,19,18,27,16,28,4,20,2,7,22,18,48,4,9,9,21,9,21,11,13,5,8,24
"6115",2013,89,1214,64,1288,62,"A",0,25,50,2,13,12,19,14,23,5,22,9,4,14,26,60,3,11,7,21,21,13,11,18,6,3,19
"6116",2013,75,1288,80,1214,78,"A",0,29,63,6,15,16,31,19,19,15,14,5,5,28,20,56,7,19,31,36,17,22,17,16,4,6,24
"6117",2013,82,1313,74,1214,67,"H",0,26,56,5,15,17,35,10,25,16,10,8,7,19,25,58,4,20,13,21,12,28,8,18,5,3,28
"6118",2013,105,1313,62,1214,59,"A",0,24,58,3,14,11,22,8,27,7,15,4,6,19,21,69,3,16,14,23,24,31,8,16,9,4,19
"6119",2013,65,1216,68,1263,61,"H",0,24,46,10,21,10,16,4,25,18,13,10,1,22,18,47,5,14,20,29,13,22,10,14,6,1,20
"6120",2013,100,1263,66,1216,64,"H",0,24,47,8,20,10,17,9,23,17,18,5,2,16,21,46,10,20,12,18,3,18,13,13,11,0,17
"6121",2013,80,1216,51,1306,40,"A",0,20,48,4,17,7,11,10,18,10,11,6,2,16,15,43,0,10,10,13,11,21,3,16,4,2,14
"6122",2013,107,1216,49,1306,44,"H",0,15,52,4,15,15,17,10,27,7,14,8,1,15,16,50,6,17,6,8,9,28,5,16,2,9,18
"6123",2013,96,1216,60,1392,55,"H",0,23,45,10,23,4,6,5,20,14,16,7,3,16,22,50,2,11,9,17,13,19,12,15,7,1,14
"6124",2013,68,1392,73,1216,59,"H",0,24,42,3,9,22,34,8,30,9,17,8,7,13,22,60,8,30,7,9,9,18,12,15,10,0,25
"6125",2013,115,1216,68,1420,56,"H",0,19,47,7,21,23,29,9,28,11,14,5,1,18,19,50,3,18,15,23,8,22,4,9,10,0,26
"6126",2013,72,1420,70,1216,57,"H",0,21,46,9,17,19,26,11,29,14,17,5,5,21,19,60,6,30,13,24,15,18,8,7,8,1,24
"6127",2013,118,1216,61,1436,58,"A",0,18,41,12,25,13,17,2,11,17,13,10,3,25,18,36,3,8,19,24,9,25,7,20,3,3,15
"6128",2013,86,1436,49,1216,43,"A",0,18,38,3,7,10,17,7,23,8,17,8,1,15,17,50,5,29,4,10,13,17,11,15,8,1,22
"6129",2013,102,1217,73,1335,54,"H",0,23,44,5,13,22,30,9,26,16,13,10,15,11,22,63,3,14,7,10,17,17,12,14,5,3,23
"6130",2013,117,1335,75,1217,72,"H",0,28,54,2,8,17,24,9,21,14,14,10,3,25,19,48,10,21,24,33,10,20,14,16,9,3,18
"6131",2013,103,1217,69,1343,57,"H",0,23,48,7,18,16,18,9,21,12,12,7,6,16,20,50,4,11,13,16,11,16,10,12,4,2,15
"6132",2013,116,1343,58,1217,53,"H",0,19,51,1,10,19,22,13,24,10,12,3,0,20,16,40,0,8,21,25,2,22,5,11,5,2,15
"6133",2013,88,1217,67,1463,64,"H",0,23,42,8,13,13,22,6,22,17,15,6,4,21,20,48,4,10,20,23,7,18,11,11,4,2,22
"6134",2013,110,1217,72,1463,66,"A",0,24,44,6,16,18,26,5,18,15,11,5,3,15,24,46,7,15,11,16,6,19,14,12,5,5,21
"6135",2013,94,1218,94,1253,73,"H",0,32,59,7,14,23,31,15,31,18,23,9,1,24,21,55,5,20,26,37,7,14,11,16,19,0,27
"6136",2013,68,1253,76,1218,72,"H",0,24,52,10,23,18,29,8,23,19,15,7,2,17,29,60,7,22,7,15,13,24,14,17,7,2,24
"6137",2013,73,1218,60,1334,52,"H",0,19,51,7,18,15,23,13,29,11,23,9,5,14,21,68,3,27,7,11,16,22,13,15,14,3,21
"6138",2013,103,1334,80,1218,71,"H",0,24,47,5,9,27,33,9,25,16,10,1,1,20,25,56,6,17,15,23,10,19,15,8,3,3,27
"6139",2013,82,1218,78,1364,73,"A",0,25,53,3,10,25,39,19,26,16,13,2,5,17,27,61,9,28,10,15,11,19,21,8,3,1,25
"6140",2013,115,1218,70,1364,66,"H",0,19,48,8,17,24,30,10,23,11,14,8,3,18,17,43,12,27,20,27,6,21,11,16,11,3,22
"6141",2013,75,1413,93,1218,82,"A",0,29,55,16,26,19,26,10,22,19,17,6,3,18,29,67,6,21,18,22,15,21,14,13,12,0,22
"6142",2013,101,1413,89,1218,65,"H",0,32,66,11,19,14,18,17,21,14,12,9,2,13,25,55,7,22,8,9,9,20,16,17,3,4,17
"6143",2013,96,1218,78,1414,72,"H",0,27,64,3,16,21,27,13,27,8,7,5,5,12,29,67,9,18,5,7,12,26,11,13,4,3,18
"6144",2013,65,1414,68,1218,64,"H",0,23,59,9,25,13,19,10,25,18,11,9,2,16,21,59,7,20,15,19,16,30,10,16,5,2,19
"6145",2013,61,1218,76,1415,61,"H",0,27,49,10,16,12,14,6,24,16,14,3,2,16,21,54,3,16,16,21,10,15,6,11,8,1,15
"6146",2013,87,1218,72,1415,68,"A",0,28,57,6,15,10,14,9,19,14,8,5,6,13,27,54,10,20,4,7,10,21,21,14,3,5,13
"6147",2013,72,1219,77,1251,72,"H",2,26,68,4,19,21,26,18,34,16,11,4,7,20,23,69,6,29,20,27,16,28,11,10,8,0,20
"6148",2013,103,1219,73,1251,68,"A",0,23,48,2,10,25,30,11,25,12,12,2,4,22,20,51,5,19,23,29,10,18,8,8,8,2,25
"6149",2013,86,1219,88,1255,60,"H",0,37,74,9,16,5,8,19,24,22,12,9,4,13,24,48,5,14,7,12,3,20,15,20,7,1,12
"6150",2013,100,1219,82,1255,53,"A",0,32,59,9,13,9,10,9,27,23,10,10,1,13,23,57,1,10,6,10,9,19,14,12,5,0,8
"6151",2013,65,1347,59,1219,54,"H",0,20,55,6,16,13,28,15,31,9,14,9,6,17,23,60,1,12,7,12,11,28,10,12,12,5,16
"6152",2013,114,1347,63,1219,58,"A",0,20,55,3,11,20,28,15,20,4,9,5,8,15,23,56,3,11,9,19,16,24,14,13,7,5,23
"6153",2013,79,1219,96,1440,69,"H",0,41,70,6,17,8,14,10,31,24,5,6,5,25,25,58,8,19,11,34,17,21,10,13,4,2,16
"6154",2013,106,1219,78,1440,67,"A",0,27,55,10,21,14,20,11,23,23,14,7,4,16,26,63,7,25,8,15,15,20,12,12,8,3,18
"6155",2013,24,1444,54,1219,53,"H",0,17,47,8,19,12,20,9,22,10,18,4,5,16,19,50,4,14,11,15,10,22,8,19,6,0,18
"6156",2013,41,1444,70,1219,64,"A",0,23,50,5,18,19,32,20,33,8,26,3,3,24,22,62,2,14,18,24,11,15,10,11,13,2,26
"6157",2013,72,1318,65,1220,60,"H",0,25,52,8,22,7,9,7,19,15,12,9,2,11,23,49,8,17,6,11,9,21,13,17,6,4,11
"6158",2013,93,1318,62,1220,57,"A",0,21,50,5,22,15,22,8,20,11,9,9,5,19,21,52,4,17,11,22,16,24,12,15,8,3,19
"6159",2013,103,1406,57,1220,50,"A",0,21,41,2,9,13,24,12,29,14,20,5,5,19,20,55,2,10,8,17,11,14,10,10,15,3,20
"6160",2013,117,1406,67,1220,64,"H",0,22,51,7,18,16,22,11,22,10,18,6,7,13,24,51,7,20,9,9,4,22,10,15,4,1,20
"6161",2013,96,1220,65,1423,56,"A",0,24,60,5,14,12,19,19,23,8,17,9,2,17,20,54,3,14,13,21,14,20,8,16,9,4,18
"6162",2013,82,1423,57,1220,51,"A",0,16,44,11,23,14,17,11,21,12,21,8,5,20,17,49,3,18,14,19,13,19,9,18,9,2,17
"6163",2013,68,1220,70,1456,59,"H",0,23,48,5,18,19,28,13,24,12,10,2,5,17,19,55,4,25,17,26,15,17,14,6,10,1,20
"6164",2013,89,1456,72,1220,59,"H",0,25,44,6,17,16,20,6,27,18,10,2,6,14,21,59,6,18,11,15,14,16,8,6,4,2,16
"6165",2013,68,1250,79,1221,47,"H",0,28,54,10,21,13,20,12,27,17,9,11,3,16,13,44,7,22,14,20,8,18,9,15,2,3,17
"6166",2013,96,1250,68,1221,61,"A",0,20,46,6,22,22,27,7,23,13,11,8,3,14,25,60,3,18,8,10,13,24,11,15,7,0,21
"6167",2013,72,1221,62,1298,47,"A",0,22,48,8,20,10,17,13,23,16,11,5,2,15,20,49,5,18,2,4,8,15,12,11,2,0,13
"6168",2013,99,1221,66,1298,57,"H",0,20,49,7,22,19,25,8,26,15,9,3,2,11,21,55,7,23,8,12,9,23,13,9,2,3,20
"6169",2013,54,1222,80,1341,75,"H",0,25,59,9,22,21,26,14,23,13,13,9,3,18,26,64,5,18,18,21,16,24,9,17,8,4,23
"6170",2013,23,1341,81,1222,80,"H",0,32,66,6,12,11,20,13,26,17,16,6,3,25,26,53,3,13,25,35,5,27,9,15,8,3,22
"6171",2013,121,1222,84,1349,62,"H",0,29,58,4,16,22,26,15,29,14,13,10,4,15,24,57,6,22,8,11,6,14,13,13,9,0,19
"6172",2013,86,1349,79,1222,69,"H",0,25,55,8,24,21,24,9,20,12,4,5,0,15,27,56,5,19,10,20,15,22,15,9,4,3,16
"6173",2013,65,1222,78,1374,67,"H",0,25,56,5,15,23,32,15,24,14,13,7,5,15,28,65,5,17,6,10,16,20,10,14,9,3,25
"6174",2013,89,1222,84,1374,80,"A",1,27,50,8,17,22,27,9,21,15,13,7,2,19,27,59,8,19,18,25,13,14,22,9,6,6,20
"6175",2013,124,1222,96,1408,94,"A",0,35,59,6,12,20,23,6,20,23,13,7,1,31,27,55,7,19,33,47,14,20,14,16,8,0,22
"6176",2013,96,1408,88,1222,85,"A",0,31,66,5,20,21,35,16,26,12,10,7,1,23,27,56,8,19,23,31,8,27,18,16,5,5,28
"6177",2013,79,1409,87,1222,72,"A",0,31,61,12,25,13,19,9,26,20,11,6,2,19,22,54,5,20,23,28,9,26,12,14,8,3,19
"6178",2013,103,1409,101,1222,92,"H",3,30,66,6,25,35,50,12,39,18,21,6,5,23,30,82,7,28,25,35,18,35,11,17,10,3,36
"6179",2013,100,1222,79,1431,61,"H",0,27,49,9,13,16,25,9,27,19,11,7,5,16,21,47,5,17,14,20,3,19,13,11,4,3,18
"6180",2013,114,1431,63,1222,53,"H",0,19,54,4,21,21,30,11,29,13,13,8,5,16,17,45,4,11,15,22,4,27,12,17,8,6,23
"6181",2013,78,1223,63,1282,61,"A",0,22,49,6,14,13,21,7,23,10,16,10,7,14,23,59,6,16,9,14,13,21,8,16,7,4,17
"6182",2013,93,1223,66,1282,45,"H",0,27,57,4,10,8,13,12,27,18,19,9,2,17,15,48,3,16,12,21,11,20,9,23,10,2,17
"6183",2013,96,1223,75,1309,68,"A",1,27,57,6,12,15,28,10,26,18,18,9,2,17,25,62,2,9,16,20,11,27,14,22,5,2,23
"6184",2013,112,1223,65,1309,52,"H",0,21,56,3,13,20,30,15,27,11,14,7,2,22,18,53,1,10,15,22,14,24,5,21,10,4,25
"6185",2013,89,1223,66,1312,57,"H",0,20,49,4,16,22,28,9,21,10,13,7,3,21,18,51,3,16,18,22,14,22,6,20,7,2,22
"6186",2013,117,1312,69,1223,58,"H",0,20,56,3,13,26,34,12,25,9,10,11,8,23,20,58,6,20,12,22,18,26,11,17,4,4,27
"6187",2013,103,1223,53,1410,48,"A",0,14,41,5,13,20,26,6,23,8,14,5,1,19,18,49,1,8,11,14,11,25,3,16,4,2,21
"6188",2013,64,1410,70,1223,60,"A",0,22,45,5,9,21,37,8,24,7,9,8,2,17,20,49,5,14,15,16,6,22,8,15,5,2,25
"6189",2013,110,1223,73,1430,63,"H",0,27,56,4,11,15,19,12,20,9,12,4,1,14,28,59,3,12,4,9,15,19,8,15,5,3,21
"6190",2013,68,1430,83,1223,62,"H",0,29,48,7,16,18,25,5,21,20,10,12,3,13,25,53,5,18,7,11,9,17,11,17,5,0,18
"6191",2013,96,1224,63,1271,44,"H",0,21,51,6,12,15,23,12,28,12,13,7,6,16,16,60,3,12,9,16,19,21,5,15,4,3,18
"6192",2013,112,1224,49,1271,45,"A",0,16,41,5,13,12,18,12,26,6,17,4,3,16,16,48,9,19,4,10,10,17,13,12,8,1,18
"6193",2013,73,1256,72,1225,66,"H",0,27,67,10,33,8,11,12,17,15,10,11,6,18,24,52,3,10,15,18,13,29,8,23,1,1,16
"6194",2013,103,1256,67,1225,61,"A",0,23,57,12,23,9,17,14,20,14,11,8,2,15,21,51,3,15,16,21,14,23,9,15,3,3,17
"6195",2013,68,1308,71,1225,70,"A",0,25,52,4,11,17,25,7,18,8,4,5,5,13,25,48,6,14,14,15,5,24,8,11,2,2,18
"6196",2013,94,1308,76,1225,74,"H",0,30,56,8,18,8,12,9,23,17,15,2,4,14,25,54,7,12,17,21,8,20,10,11,4,1,14
"6197",2013,59,1225,64,1363,55,"A",0,25,50,5,12,9,12,8,31,16,15,2,9,11,20,71,3,20,12,16,21,19,8,5,10,2,10
"6198",2013,89,1225,66,1363,63,"H",0,18,50,9,23,21,25,8,34,10,10,1,10,21,22,69,11,27,8,24,21,26,13,5,7,5,22
"6199",2013,54,1225,71,1370,64,"A",0,22,51,7,21,20,27,15,20,9,14,6,0,14,25,56,4,17,10,15,13,19,10,11,7,4,18
"6200",2013,124,1225,76,1370,72,"H",0,25,52,13,29,13,21,8,16,21,9,9,1,15,27,51,5,14,13,21,13,21,9,13,6,0,16
"6201",2013,117,1225,90,1402,81,"A",0,30,54,6,14,24,31,9,29,9,14,9,5,17,30,65,10,26,11,13,8,20,8,15,8,1,25
"6202",2013,80,1402,78,1225,73,"A",0,28,60,7,24,15,23,5,23,9,8,12,2,20,24,50,5,17,20,24,6,31,11,18,4,2,18
"6203",2013,75,1225,77,1426,64,"A",0,25,42,8,19,19,22,6,32,16,15,3,4,19,24,64,6,25,10,17,11,15,12,5,5,0,17
"6204",2013,101,1426,71,1225,68,"A",0,26,53,9,14,10,13,10,17,12,13,4,4,24,18,44,7,17,25,31,8,19,10,12,8,1,15
"6205",2013,82,1225,74,1427,70,"H",0,26,50,9,20,13,18,8,30,19,11,2,4,11,23,57,13,28,11,13,6,18,11,5,6,0,11
"6206",2013,115,1427,74,1225,56,"H",0,30,55,5,11,9,14,10,19,7,6,8,1,11,22,55,8,22,4,8,14,19,10,13,5,1,16
"6207",2013,61,1429,82,1225,75,"H",1,27,65,4,16,24,33,20,26,14,6,6,7,17,29,60,8,24,9,18,11,25,20,11,1,4,25
"6208",2013,87,1429,77,1225,67,"A",0,28,47,6,13,15,19,8,19,9,11,3,1,13,25,47,10,19,7,13,5,11,14,9,5,0,17
"6209",2013,80,1285,70,1226,51,"H",0,24,46,6,20,16,19,9,22,16,13,4,4,13,17,44,5,13,12,16,5,15,10,11,6,2,15
"6210",2013,103,1285,61,1226,54,"A",0,20,44,8,21,13,17,9,20,16,12,5,5,12,17,47,7,19,13,15,10,18,8,11,8,5,11
"6211",2013,101,1226,87,1286,51,"H",0,30,47,13,21,14,19,5,25,21,13,11,4,15,17,45,5,21,12,18,8,14,7,17,5,0,21
"6212",2013,82,1286,61,1226,59,"H",1,20,44,8,23,13,15,6,24,17,15,8,2,16,20,49,7,18,12,21,10,19,14,10,6,2,13
"6213",2013,61,1226,86,1294,63,"H",0,24,52,15,28,23,27,7,29,16,10,6,4,17,24,49,6,16,9,20,3,23,10,12,5,1,25
"6214",2013,87,1294,78,1226,63,"H",0,27,48,15,21,9,13,5,22,19,12,7,1,16,23,52,8,21,9,13,9,18,10,11,5,4,13
"6215",2013,59,1315,66,1226,53,"A",0,19,48,7,23,21,29,13,30,8,15,6,0,15,20,50,2,18,11,17,3,19,6,9,7,2,20
"6216",2013,89,1315,69,1226,52,"H",0,27,57,6,17,9,17,8,25,17,5,9,6,9,19,50,3,12,11,14,8,26,8,14,2,2,15
"6217",2013,75,1319,60,1226,55,"A",0,19,46,8,18,14,19,10,26,10,14,5,1,20,20,49,3,14,12,20,6,21,8,9,7,0,20
"6218",2013,115,1319,67,1226,58,"H",0,26,60,8,18,7,15,11,23,18,12,4,3,21,16,43,2,12,24,33,10,30,7,17,10,3,18
"6219",2013,124,1226,72,1340,71,"H",0,31,67,6,18,4,9,18,25,17,12,7,3,15,27,53,7,16,10,19,7,21,8,10,5,3,13
"6220",2013,45,1340,63,1226,49,"H",0,25,47,7,13,6,10,9,20,15,11,6,6,11,22,47,2,13,3,9,8,14,12,10,7,5,9
"6221",2013,68,1226,54,1381,53,"A",0,16,47,6,17,16,27,8,26,9,10,10,3,15,18,56,7,20,10,13,15,28,13,16,2,5,20
"6222",2013,94,1381,81,1226,79,"A",1,25,58,6,18,25,28,15,27,14,22,5,4,28,21,51,4,14,33,40,8,20,10,16,10,3,25
"6223",2013,70,1451,70,1226,54,"A",0,24,43,10,20,12,15,6,27,12,15,1,2,16,19,48,2,10,14,19,5,15,4,8,6,2,15
"6224",2013,98,1451,56,1226,40,"H",0,23,47,4,15,6,10,13,22,8,16,8,5,8,17,44,3,12,3,5,7,13,6,16,7,2,10
"6225",2013,72,1227,61,1260,59,"H",0,24,57,7,21,6,7,7,23,11,3,6,4,12,19,47,7,18,14,15,6,26,15,9,2,2,14
"6226",2013,103,1260,69,1227,60,"H",0,25,54,4,9,15,19,10,25,9,7,1,4,11,25,57,5,21,5,8,9,21,10,8,3,6,18
"6227",2013,65,1434,75,1227,70,"A",0,22,44,6,18,25,30,6,25,11,15,3,1,16,24,56,4,9,18,18,7,19,11,9,12,2,22
"6228",2013,92,1434,86,1227,61,"H",0,30,50,15,26,11,12,10,23,24,19,2,6,19,20,55,2,14,19,24,14,11,8,13,10,0,16
"6229",2013,87,1227,60,1453,57,"H",0,21,50,6,16,12,16,13,17,12,12,8,2,15,21,43,5,12,10,12,6,19,14,16,6,6,15
"6230",2013,68,1453,53,1227,47,"H",0,17,47,3,14,16,25,11,25,10,6,6,5,12,16,47,7,22,8,8,6,24,10,9,4,2,19
"6231",2013,79,1227,60,1454,50,"H",0,22,58,4,16,12,20,13,32,11,10,7,0,13,18,56,8,35,6,9,8,27,11,11,5,4,17
"6232",2013,107,1454,64,1227,53,"H",0,20,44,9,20,15,21,5,29,13,17,3,6,12,20,57,5,18,8,12,9,22,11,13,5,2,19
"6233",2013,82,1227,55,1460,49,"A",0,16,39,3,8,20,26,9,21,7,20,3,1,14,18,54,2,19,11,13,15,15,6,16,9,1,20
"6234",2013,113,1227,60,1460,55,"H",0,17,41,6,20,20,32,6,26,11,12,5,5,20,21,52,5,15,8,15,9,26,11,10,4,2,25
"6235",2013,58,1227,65,1464,60,"H",0,23,57,5,22,14,18,13,29,16,12,9,4,18,20,54,7,21,13,16,8,25,12,14,8,4,18
"6236",2013,97,1227,88,1464,83,"A",3,30,70,8,24,20,25,13,41,15,18,8,3,21,25,76,13,34,20,33,15,30,15,13,9,4,20
"6237",2013,83,1276,74,1228,60,"A",0,31,59,5,15,7,13,12,23,13,12,9,2,12,23,62,6,26,8,9,16,20,7,15,7,1,14
"6238",2013,111,1276,71,1228,58,"H",0,25,49,6,18,15,21,7,22,15,10,9,1,11,21,51,7,22,9,14,8,20,7,13,3,4,16
"6239",2013,97,1228,57,1278,53,"A",0,18,49,11,23,10,14,9,17,11,7,4,3,15,19,50,5,17,10,13,15,24,10,13,5,6,16
"6240",2013,65,1278,84,1228,67,"A",0,27,51,9,15,21,27,7,30,17,15,5,3,19,23,65,3,24,18,21,13,20,8,7,7,4,21
"6241",2013,78,1228,71,1304,51,"A",0,24,53,7,22,16,21,14,26,12,14,10,3,24,14,44,2,14,21,30,10,18,5,14,6,2,18
"6242",2013,117,1228,72,1304,65,"H",0,24,55,9,26,15,18,11,24,10,10,4,2,12,25,55,9,18,6,9,7,19,11,11,4,5,14
"6243",2013,104,1228,62,1321,41,"A",0,24,55,6,20,8,15,11,28,13,9,4,4,21,12,48,5,27,12,15,9,24,9,14,5,2,10
"6244",2013,73,1321,68,1228,54,"A",0,17,36,8,15,26,31,4,20,10,15,5,0,19,19,49,3,20,13,20,13,17,6,18,9,4,26
"6245",2013,61,1228,74,1326,55,"H",0,28,58,8,27,10,12,9,31,12,18,8,8,15,20,60,4,19,11,16,9,21,10,16,11,1,15
"6246",2013,125,1326,68,1228,55,"H",0,23,49,4,15,18,25,10,28,11,14,8,1,13,19,54,7,25,10,13,9,18,6,12,8,2,19
"6247",2013,100,1228,79,1345,59,"H",0,29,68,7,25,14,16,20,24,14,11,5,1,16,21,55,6,16,11,16,14,20,9,17,8,4,12
"6248",2013,58,1345,68,1228,61,"H",0,25,61,6,16,12,19,17,28,14,11,3,7,14,21,59,10,26,9,14,13,22,10,10,6,6,20
"6249",2013,68,1458,74,1228,51,"H",0,28,57,10,23,8,13,18,25,11,13,4,2,20,18,51,2,14,13,20,9,15,2,9,8,2,19
