"","result.alien","diff.score.at.home"
"6636","0",-12
"6637","0",-9
"6638","1",26
"6639","0",-9
"6640","1",18
"6641","0",-12
"6642","1",4
"6643","0",1
"6644","0",23
"6645","0",-28
"6646","1",22
"6647","0",2
"6648","0",3
"6649","0",8
"6650","0",6
"6651","1",15
"6652","0",-5
"6653","0",11
"6654","0",13
"6655","1",10
"6656","0",-9
"6657","0",3
"6658","0",8
"6659","1",23
"6660","0",-13
"6661","0",-2
"6662","1",15
"6663","0",19
"6664","0",2
"6665","0",18
"6666","0",7
"6667","0",5
"6668","0",1
"6669","0",18
"6670","0",6
"6671","0",15
"6672","0",19
"6673","0",-18
"6674","1",6
"6675","0",9
"6676","0",2
"6677","0",2
"6678","0",7
"6679","1",6
"6680","0",-22
"6681","0",-19
"6682","1",37
"6683","1",12
"6684","0",-8
"6685","1",13
"6686","0",-12
"6687","0",-16
"6688","1",31
"6689","0",-4
"6690","1",15
"6691","0",-5
"6692","1",3
"6693","1",11
"6694","0",-6
"6695","0",11
"6696","0",8
"6697","0",-10
"6698","1",29
"6699","1",12
"6700","0",-14
"6701","0",-15
"6702","1",12
"6703","0",-4
"6704","1",9
"6705","0",5
"6706","0",2
"6707","1",4
"6708","0",-10
"6709","1",5
"6710","0",-3
"6711","0",-15
"6712","1",20
"6713","0",-6
"6714","1",13
"6715","1",7
"6716","0",-13
"6717","1",6
"6718","0",-12
"6719","1",-3
"6720","1",-13
"6721","1",13
"6722","0",-9
"6723","0",4
"6724","0",7
"6725","1",3
"6726","0",-6
"6727","1",8
"6728","0",-1
"6729","0",5
"6730","0",8
"6731","0",-12
"6732","1",20
"6733","1",9
"6734","0",-1
"6735","0",2
"6736","0",6
"6737","1",2
"6738","0",-5
"6739","0",9
"6740","0",3
"6741","1",34
"6742","0",-4
"6743","0",-27
"6744","1",16
"6745","0",-9
"6746","1",8
"6747","0",8
"6748","0",14
"6749","0",-2
"6750","1",9
"6751","1",18
"6752","0",-8
"6753","0",-4
"6754","1",35
"6755","1",52
"6756","0",-10
"6757","0",-14
"6758","1",22
"6759","0",-9
"6760","1",41
"6761","1",19
"6762","0",-8
"6763","1",-8
"6764","1",-16
"6765","1",-11
"6766","1",-1
"6767","1",-9
"6768","1",-2
"6769","0",8
"6770","0",2
"6771","1",17
"6772","0",-10
"6773","0",8
"6774","0",1
"6775","1",25
"6776","0",-21
"6777","1",44
"6778","0",-27
"6779","0",8
"6780","0",3
"6781","0",3
"6782","0",16
"6783","0",-26
"6784","1",19
"6785","1",8
"6786","0",-13
"6787","0",-5
"6788","1",24
"6789","0",-37
"6790","1",8
"6791","0",-13
"6792","1",27
"6793","1",-5
"6794","1",-6
"6795","1",12
"6796","0",-16
"6797","0",-4
"6798","1",4
"6799","0",23
"6800","0",2
"6801","0",2
"6802","0",7
"6803","0",-19
"6804","1",8
"6805","0",4
"6806","0",8
"6807","1",18
"6808","0",-6
"6809","0",8
"6810","0",11
"6811","0",15
"6812","0",2
"6813","1",12
"6814","0",-15
"6815","1",15
"6816","0",-18
"6817","1",-5
"6818","1",-23
"6819","0",-15
"6820","1",18
"6821","1",26
"6822","0",-7
"6823","0",-4
"6824","1",14
"6825","0",-6
"6826","1",31
"6827","1",13
"6828","0",-13
"6829","0",-21
"6830","1",13
"6831","1",12
"6832","0",-17
"6833","0",-11
"6834","1",20
"6835","1",16
"6836","0",-2
"6837","0",6
"6838","0",11
"6839","0",-13
"6840","1",15
"6841","1",15
"6842","0",-5
"6843","0",10
"6844","0",21
"6845","0",-4
"6846","1",11
"6847","1",17
"6848","0",-10
"6849","0",-1
"6850","1",3
"6851","1",11
"6852","0",-14
"6853","0",3
"6854","0",21
"6855","1",20
"6856","0",-13
"6857","0",13
"6858","0",4
"6859","0",4
"6860","0",1
"6861","0",3
"6862","0",13
"6863","0",2
"6864","0",20
"6865","0",-17
"6866","1",13
"6867","0",4
"6868","0",7
"6869","0",-16
"6870","1",23
"6871","0",2
"6872","0",14
"6873","1",3
"6874","0",-9
"6875","1",23
"6876","0",-9
"6877","0",-19
"6878","1",17
"6879","1",-15
"6880","1",-5
"6881","0",-13
"6882","1",12
"6883","1",3
"6884","0",-3
"6885","1",5
"6886","0",-11
"6887","1",23
"6888","0",-12
"6889","0",7
"6890","0",4
"6891","0",9
"6892","0",3
"6893","0",13
"6894","0",17
"6895","0",-5
"6896","1",8
"6897","0",12
"6898","0",9
"6899","1",-2
"6900","1",-2
"6901","1",9
"6902","0",-8
"6903","0",7
"6904","0",12
"6905","1",32
"6906","0",-15
"6907","0",24
"6908","0",6
"6909","0",-16
"6910","1",5
"6911","0",10
"6912","0",12
"6913","1",17
"6914","0",-2
"6915","0",-4
"6916","1",31
"6917","0",-13
"6918","1",12
"6919","1",6
"6920","0",-11
"6921","1",-5
"6922","1",-7
"6923","0",4
"6924","0",6
"6925","1",4
"6926","0",-4
"6927","0",7
"6928","0",5
"6929","0",-13
"6930","1",11
"6931","1",13
"6932","0",-2
"6933","0",13
"6934","0",6
"6935","0",5
"6936","0",25
"6937","1",10
"6938","0",-10
"6939","1",-16
"6940","1",-7
"6941","0",15
"6942","0",31
"6943","0",12
"6944","0",6
"6945","0",-9
"6946","1",11
"6947","1",35
"6948","0",-3
"6949","0",4
"6950","0",1
"6951","0",-11
"6952","1",15
"6953","0",26
"6954","0",4
"6955","0",5
"6956","0",7
"6957","1",-1
"6958","1",-19
"6959","0",7
"6960","0",10
"6961","0",9
"6962","0",22
"6963","0",9
"6964","0",5
"6965","0",27
"6966","0",3
"6967","0",6
"6968","0",6
"6969","1",18
"6970","0",-15
"6971","0",-10
"6972","1",13
"6973","1",18
"6974","0",-17
"6975","0",-13
"6976","1",13
"6977","1",34
"6978","0",-24
"6979","1",14
"6980","0",-16
"6981","0",23
"6982","0",5
"6983","1",9
"6984","0",-12
"6985","0",-4
"6986","1",10
"6987","0",-14
"6988","1",6
"6989","0",-11
"6990","1",10
"6991","0",-12
"6992","1",5
"6993","0",-13
"6994","1",10
"6995","0",11
"6996","0",24
"6997","0",9
"6998","0",10
"6999","1",5
"7000","0",-13
"7001","1",7
"7002","0",-2
"7003","1",8
"7004","0",-10
"7005","0",18
"7006","0",11
"7007","0",8
"7008","0",10
"7009","1",-1
"7010","1",-3
"7011","0",18
"7012","0",13
"7013","0",-10
"7014","1",13
"7015","0",8
"7016","0",9
"7017","1",5
"7018","0",-2
"7019","1",12
"7020","0",-13
"7021","0",-9
"7022","1",14
"7023","1",18
"7024","0",-9
"7025","1",9
"7026","0",-3
"7027","1",7
"7028","0",-4
"7029","0",-12
"7030","1",7
"7031","0",-8
"7032","1",6
"7033","0",-7
"7034","1",10
"7035","1",12
"7036","0",-39
"7037","0",-15
"7038","1",9
"7039","0",3
"7040","0",11
"7041","1",-2
"7042","1",-3
"7043","1",24
"7044","0",-12
"7045","0",-22
"7046","1",35
"7047","0",21
"7048","0",13
"7049","0",-4
"7050","1",28
"7051","1",5
"7052","0",-22
"7053","0",-5
"7054","1",36
"7055","0",-3
"7056","1",12
"7057","0",7
"7058","0",11
"7059","0",-4
"7060","1",5
"7061","0",-12
"7062","1",10
"7063","0",-6
"7064","1",25
"7065","1",3
"7066","0",-3
"7067","0",2
"7068","0",12
"7069","1",-7
"7070","1",-6
"7071","1",-11
"7072","1",-2
"7073","0",-9
"7074","1",16
"7075","1",-3
"7076","1",-1
"7077","0",-22
"7078","1",12
"7079","1",7
"7080","0",-25
"7081","1",13
"7082","0",-6
"7083","1",12
"7084","0",-11
"7085","0",12
"7086","0",11
"7087","0",-6
"7088","1",19
"7089","0",-12
"7090","1",15
"7091","1",4
"7092","0",-5
"7093","0",18
"7094","0",10
"7095","0",-14
"7096","1",12
"7097","1",2
"7098","0",-5
"7099","1",-2
"7100","1",-12
"7101","0",-15
"7102","1",4
"7103","0",13
"7104","0",3
"7105","0",-6
"7106","1",9
"7107","0",2
"7108","0",6
"7109","0",1
"7110","0",12
"7111","1",-3
"7112","1",-4
"7113","1",-2
"7114","1",-5
"7115","0",9
"7116","0",4
"7117","0",-6
"7118","1",15
"7119","1",4
"7120","0",-4
"7121","0",4
"7122","0",2
"7123","0",4
"7124","0",2
"7125","1",-4
"7126","1",-13
"7127","0",-14
"7128","1",9
"7129","1",33
"7130","0",-10
"7131","0",-7
"7132","1",2
"7133","0",28
"7134","0",13
"7135","1",5
"7136","0",-31
"7137","1",6
"7138","0",-4
"7139","0",5
"7140","0",8
"7141","1",-17
"7142","1",-23
"7143","0",-19
"7144","1",7
"7145","1",6
"7146","0",-27
"7147","1",-7
"7148","1",-8
"7149","0",3
"7150","0",2
"7151","0",10
"7152","0",9
"7153","0",-28
"7154","1",16
"7155","0",-21
"7156","1",13
"7157","0",1
"7158","0",4
"7159","0",-2
"7160","1",7
"7161","0",11
"7162","0",8
"7163","0",4
"7164","0",12
"7165","0",14
"7166","0",14
"7167","1",5
"7168","0",-22
"7169","0",-3
"7170","1",2
"7171","1",-17
"7172","1",-2
"7173","1",-16
"7174","1",-3
"7175","1",9
"7176","0",-22
"7177","0",-11
"7178","1",9
"7179","0",13
"7180","0",10
"7181","0",6
"7182","0",11
"7183","1",-6
"7184","1",-1
"7185","0",7
"7186","0",9
"7187","1",9
"7188","0",-13
"7189","1",3
"7190","0",-4
"7191","0",-2
"7192","1",24
"7193","0",-5
"7194","1",15
"7195","0",8
"7196","0",6
"7197","0",-7
"7198","1",10
"7199","0",-2
"7200","1",2
"7201","1",-9
"7202","1",-18
"7203","0",-8
"7204","1",28
"7205","1",15
"7206","0",-4
"7207","0",8
"7208","0",2
"7209","0",6
"7210","0",13
"7211","0",-7
"7212","1",17
"7213","0",-19
"7214","1",1
"7215","1",8
"7216","0",-8
"7217","1",2
"7218","0",-1
"7219","0",-31
"7220","1",18
"7221","0",-7
"7222","1",44
"7223","0",17
"7224","0",8
"7225","0",11
"7226","0",4
"7227","1",17
"7228","0",-9
"7229","0",-9
"7230","1",9
"7231","1",21
"7232","0",-13
"7233","1",1
"7234","0",-12
"7235","0",-6
"7236","1",19
"7237","1",16
"7238","0",-2
"7239","0",-4
"7240","1",2
"7241","0",-17
"7242","1",25
"7243","1",-3
"7244","1",-11
"7245","0",-24
"7246","1",16
"7247","0",-16
"7248","1",2
"7249","1",23
"7250","0",-3
"7251","0",-5
"7252","1",13
"7253","0",13
"7254","0",7
"7255","0",19
"7256","0",10
"7257","1",9
"7258","0",-7
"7259","0",-4
"7260","1",3
"7261","0",-4
"7262","1",4
"7263","0",3
"7264","0",12
"7265","0",-9
"7266","1",12
"7267","1",3
"7268","0",-4
"7269","0",-9
"7270","1",15
"7271","0",2
"7272","0",17
"7273","1",16
"7274","0",-4
"7275","1",11
"7276","0",-3
"7277","1",7
"7278","0",-7
"7279","0",4
"7280","0",10
"7281","1",-16
"7282","1",-4
"7283","1",2
"7284","0",-7
"7285","0",14
"7286","0",12
"7287","1",24
"7288","0",-8
"7289","1",23
"7290","0",-11
"7291","0",-11
"7292","1",18
"7293","1",15
"7294","0",-12
"7295","0",13
"7296","0",9
"7297","1",3
"7298","0",-2
"7299","0",19
"7300","0",9
"7301","1",6
"7302","0",-1
"7303","1",12
"7304","0",-23
"7305","0",11
"7306","0",8
"7307","0",4
"7308","0",25
"7309","0",-8
"7310","1",5
"7311","0",-6
"7312","1",15
"7313","0",-4
"7314","1",20
"7315","0",-24
"7316","1",31
"7317","0",9
"7318","0",12
"7319","0",-16
"7320","1",18
"7321","0",1
"7322","0",11
"7323","0",-5
"7324","1",4
"7325","1",11
"7326","0",-2
"7327","1",9
"7328","0",-17
"7329","1",2
"7330","0",-15
"7331","0",-3
"7332","1",14
"7333","0",27
"7334","0",7
"7335","1",-15
"7336","1",-11
"7337","1",18
"7338","0",-10
"7339","0",-39
"7340","1",30
"7341","0",2
"7342","0",13
"7343","1",3
"7344","0",-3
"7345","0",-2
"7346","1",10
"7347","1",-5
"7348","1",-11
"7349","0",-1
"7350","1",11
"7351","1",12
"7352","0",-4
"7353","1",9
"7354","0",-6
"7355","0",-5
"7356","1",15
"7357","0",5
"7358","0",24
"7359","1",6
"7360","0",-11
"7361","0",-18
"7362","1",6
"7363","0",16
"7364","0",9
"7365","0",2
"7366","0",9
"7367","0",17
"7368","0",4
"7369","1",3
"7370","0",-10
"7371","0",-1
"7372","1",10
"7373","0",3
"7374","0",6
"7375","1",5
"7376","0",-3
"7377","0",20
"7378","0",3
"7379","0",-12
"7380","1",14
"7381","0",10
"7382","0",8
"7383","1",6
"7384","0",-7
"7385","0",-12
"7386","1",10
"7387","0",15
"7388","0",1
"7389","0",6
"7390","0",1
"7391","0",-11
"7392","1",2
"7393","0",-3
"7394","1",3
"7395","0",-7
"7396","1",12
"7397","0",-7
"7398","1",3
"7399","1",12
"7400","0",-2
"7401","0",7
"7402","0",8
"7403","1",6
"7404","0",-11
"7405","1",13
"7406","0",-3
"7407","1",25
"7408","0",-12
"7409","1",1
"7410","0",-8
"7411","0",23
"7412","0",5
"7413","1",13
"7414","0",-7
"7415","0",-17
"7416","1",11
"7417","1",4
"7418","0",-3
"7419","0",8
"7420","0",7
"7421","1",-2
"7422","1",-1
"7423","1",3
"7424","0",-11
"7425","1",19
"7426","0",-8
"7427","1",8
"7428","0",-3
"7429","0",20
"7430","0",11
"7431","1",35
"7432","0",-3
"7433","1",6
"7434","0",-5
"7435","1",28
"7436","0",-1
"7437","0",13
"7438","0",7
"7439","0",-8
"7440","1",7
"7441","0",-7
"7442","1",22
"7443","0",9
"7444","0",2
"7445","0",15
"7446","0",23
"7447","1",13
"7448","0",-17
"7449","1",6
"7450","0",-10
"7451","1",-5
"7452","1",-1
"7453","0",14
"7454","0",4
"7455","0",12
"7456","0",8
"7457","1",12
"7458","0",-2
"7459","0",17
"7460","0",7
"7461","0",14
"7462","0",1
"7463","0",-11
"7464","1",16
"7465","0",-26
"7466","1",9
"7467","0",-2
"7468","1",9
"7469","1",24
"7470","0",-4
"7471","1",15
"7472","0",-14
"7473","0",-9
"7474","1",4
"7475","0",5
"7476","0",21
"7477","0",-6
"7478","1",8
"7479","0",4
"7480","0",22
"7481","0",-1
"7482","1",2
"7483","0",-7
"7484","1",7
"7485","1",-3
"7486","1",-8
"7487","0",6
"7488","0",15
"7489","1",-2
"7490","1",-19
"7491","0",-21
"7492","1",4
"7493","1",-15
"7494","1",-5
"7495","1",4
"7496","0",-2
"7497","0",11
"7498","0",15
"7499","0",3
"7500","0",1
"7501","1",-6
"7502","1",-1
"7503","1",14
"7504","0",-19
"7505","1",3
"7506","0",-6
"7507","0",9
"7508","0",6
"7509","1",8
"7510","0",-2
"7511","0",10
"7512","0",20
"7513","0",-3
"7514","1",14
"7515","0",3
"7516","0",12
"7517","0",13
"7518","0",6
"7519","0",5
"7520","0",3
"7521","0",-2
"7522","1",8
"7523","0",-16
"7524","1",13
"7525","1",16
"7526","0",-20
"7527","0",6
"7528","0",31
"7529","1",12
"7530","0",-16
"7531","1",19
"7532","0",-2
"7533","0",-13
"7534","1",6
"7535","0",15
"7536","0",7
"7537","0",1
"7538","0",7
"7539","0",10
"7540","0",3
"7541","0",-10
"7542","1",39
"7543","0",15
"7544","0",2
"7545","1",3
"7546","0",-5
"7547","1",4
"7548","0",-4
"7549","1",9
"7550","0",-20
"7551","0",-12
"7552","1",19
"7553","0",9
"7554","0",5
"7555","0",6
"7556","0",20
"7557","1",19
"7558","0",-18
"7559","0",-21
"7560","1",19
"7561","0",-3
"7562","1",11
"7563","0",7
"7564","0",9
"7565","0",-10
"7566","1",11
"7567","1",-2
"7568","1",-8
"7569","0",15
"7570","0",8
"7571","1",18
"7572","0",-14
"7573","1",-2
"7574","1",-1
"7575","0",-1
"7576","1",15
"7577","0",-12
"7578","1",10
"7579","1",41
"7580","0",-4
"7581","1",5
"7582","0",-5
"7583","1",9
"7584","0",-3
"7585","0",-13
"7586","1",29
"7587","0",-12
"7588","1",22
"7589","1",42
"7590","0",-23
"7591","0",-12
"7592","1",14
"7593","1",46
"7594","0",-40
"7595","1",-26
"7596","1",-11
"7597","0",5
"7598","0",1
"7599","1",4
"7600","0",-1
"7601","0",-3
"7602","1",3
"7603","0",-30
"7604","1",14
"7605","0",9
"7606","0",1
"7607","1",13
"7608","0",-13
"7609","0",15
"7610","0",6
"7611","0",8
"7612","0",2
"7613","0",-3
"7614","1",13
"7615","1",5
"7616","0",-2
"7617","1",6
"7618","0",-11
"7619","0",6
"7620","0",23
"7621","1",19
"7622","0",-15
"7623","0",-12
"7624","1",2
"7625","0",-15
"7626","1",8
"7627","0",-15
"7628","1",9
"7629","0",-6
"7630","1",34
"7631","1",6
"7632","0",-14
"7633","0",4
"7634","0",20
"7635","0",1
"7636","0",11
"7637","0",7
"7638","0",13
"7639","0",-16
"7640","1",15
"7641","1",2
"7642","0",-13
"7643","0",1
"7644","0",2
"7645","0",-5
"7646","1",17
"7647","0",-11
"7648","1",10
"7649","0",4
"7650","0",4
"7651","0",-22
"7652","1",21
"7653","1",14
"7654","0",-5
"7655","0",2
"7656","0",1
"7657","0",-15
"7658","1",29
"7659","0",-9
"7660","1",13
"7661","1",-2
"7662","1",-2
"7663","0",6
"7664","0",9
"7665","1",35
"7666","0",-21
"7667","1",14
"7668","0",-1
"7669","0",-2
"7670","1",4
"7671","1",13
"7672","0",-1
"7673","0",16
"7674","0",5
"7675","0",-8
"7676","1",5
"7677","0",10
"7678","0",13
"7679","0",-9
"7680","1",14
"7681","1",8
"7682","0",-7
"7683","1",23
"7684","0",-30
"7685","1",30
"7686","0",-1
"7687","0",8
"7688","0",11
"7689","0",-3
"7690","1",11
"7691","0",11
"7692","0",9
"7693","0",-9
"7694","1",17
"7695","0",-39
"7696","1",37
"7697","0",16
"7698","0",26
"7699","1",9
"7700","0",-6
"7701","0",7
"7702","0",5
"7703","0",-9
"7704","1",27
"7705","0",-17
"7706","1",11
"7707","0",-14
"7708","1",34
"7709","1",4
"7710","0",-13
"7711","0",-32
"7712","1",18
"7713","1",4
"7714","0",-9
"7715","1",11
"7716","0",-7
"7717","0",-31
"7718","1",29
"7719","1",2
"7720","0",-26
"7721","0",3
"7722","0",15
"7723","1",17
"7724","0",-13
"7725","1",13
"7726","0",-16
"7727","0",34
"7728","0",2
"7729","0",1
"7730","0",5
"7731","0",10
"7732","0",1
"7733","1",8
"7734","0",-11
"7735","1",-3
"7736","1",-7
"7737","1",11
"7738","0",-4
"7739","0",-8
"7740","1",25
"7741","0",-6
"7742","1",6
"7743","0",4
"7744","0",12
"7745","0",4
"7746","0",11
"7747","1",16
"7748","0",-9
"7749","0",10
"7750","0",11
"7751","1",-8
"7752","1",-14
"7753","0",-13
"7754","1",38
"7755","0",-19
"7756","1",10
"7757","1",36
"7758","0",-19
"7759","1",25
"7760","0",-1
"7761","1",17
"7762","0",-15
"7763","1",16
"7764","0",-14
"7765","0",-4
"7766","1",3
"7767","0",10
"7768","0",8
"7769","0",16
"7770","0",5
"7771","0",6
"7772","0",3
"7773","0",-2
"7774","1",3
"7775","0",6
"7776","0",22
"7777","0",46
"7778","0",13
"7779","1",5
"7780","0",-9
"7781","0",29
"7782","0",10
"7783","1",27
"7784","0",-7
"7785","0",-1
"7786","1",8
"7787","0",-2
"7788","1",13
"7789","0",-16
"7790","1",3
"7791","0",2
"7792","0",7
"7793","0",7
"7794","0",13
"7795","0",-17
"7796","1",3
"7797","0",14
"7798","0",7
"7799","0",10
"7800","0",5
"7801","1",16
"7802","0",-10
"7803","1",4
"7804","0",-26
"7805","1",36
"7806","0",-14
"7807","0",5
"7808","0",18
"7809","1",5
"7810","0",-6
"7811","0",6
"7812","0",6
"7813","0",10
"7814","0",38
"7815","0",14
"7816","0",11
"7817","0",14
"7818","0",8
"7819","1",-12
"7820","1",-2
"7821","0",-7
"7822","1",11
"7823","0",-3
"7824","1",9
"7825","0",-9
"7826","1",18
"7827","0",-12
"7828","1",19
"7829","1",15
"7830","0",-18
"7831","0",-12
"7832","1",13
"7833","0",10
"7834","0",11
"7835","0",-19
"7836","1",3
"7837","1",24
"7838","0",-5
"7839","0",-10
"7840","1",11
"7841","1",-10
"7842","1",-12
"7843","1",4
"7844","0",-14
"7845","1",36
"7846","0",-14
"7847","1",11
"7848","0",-15
"7849","0",23
"7850","0",10
"7851","1",-4
"7852","1",-11
"7853","0",1
"7854","0",4
"7855","0",-5
"7856","1",15
"7857","1",28
"7858","0",-8
"7859","0",15
"7860","0",8
"7861","0",2
"7862","0",1
"7863","1",11
"7864","0",-5
"7865","0",-3
"7866","1",13
"7867","0",15
"7868","0",3
"7869","0",3
"7870","0",10
"7871","1",-5
"7872","1",-1
"7873","1",7
"7874","0",-11
"7875","1",10
"7876","0",-6
"7877","1",9
"7878","0",-7
"7879","0",-5
"7880","1",27
"7881","0",33
"7882","0",9
"7883","0",10
"7884","0",8
"7885","0",5
"7886","0",1
"7887","0",-5
"7888","1",16
"7889","0",-4
"7890","1",9
"7891","0",-1
"7892","1",27
"7893","0",8
"7894","0",1
"7895","1",8
"7896","0",-3
"7897","0",8
"7898","0",11
"7899","1",9
"7900","0",-1
"7901","0",16
"7902","0",6
"7903","1",3
"7904","0",-9
"7905","0",-9
"7906","1",8
"7907","1",10
"7908","0",-6
"7909","0",-7
"7910","1",4
"7911","1",9
"7912","0",-5
"7913","0",11
"7914","0",17
"7915","1",-22
"7916","1",-2
"7917","1",4
"7918","0",-4
"7919","1",19
"7920","0",-8
"7921","1",29
"7922","0",-11
"7923","0",-15
"7924","1",5
"7925","1",32
"7926","0",-9
"7927","1",6
"7928","0",-1
"7929","0",-1
"7930","1",11
"7931","1",19
"7932","0",-7
"7933","0",20
"7934","0",8
"7935","1",2
"7936","0",-19
"7937","0",12
"7938","0",4
"7939","0",2
"7940","0",2
"7941","1",11
"7942","0",-20
"7943","0",-5
"7944","1",13
"7945","1",17
"7946","0",-28
"7947","1",21
"7948","0",-18
"7949","1",6
"7950","0",-18
"7951","0",10
"7952","0",4
"7953","0",26
"7954","0",2
"7955","0",-2
"7956","1",22
"7957","1",-20
"7958","1",-6
"7959","1",2
"7960","0",-14
"7961","1",-3
"7962","1",-5
"7963","0",10
"7964","0",4
"7965","1",18
"7966","0",-3
"7967","0",5
"7968","0",7
"7969","1",9
"7970","0",-17
"7971","0",8
"7972","0",18
"7973","0",19
"7974","0",1
"7975","1",-23
"7976","1",-6
"7977","0",5
"7978","0",6
"7979","0",-7
"7980","1",15
"7981","1",17
"7982","0",-9
"7983","1",16
"7984","0",-7
"7985","0",-6
"7986","1",17
"7987","1",11
"7988","0",-2
"7989","0",1
"7990","0",9
"7991","0",22
"7992","0",14
"7993","1",20
"7994","0",-24
"7995","1",40
"7996","0",-7
"7997","0",8
"7998","0",33
"7999","0",17
"8000","0",8
"8001","0",6
"8002","0",4
"8003","0",7
"8004","0",19
"8005","0",8
"8006","0",19
"8007","0",5
"8008","0",5
"8009","0",-2
"8010","1",6
"8011","1",5
"8012","0",-7
"8013","0",-2
"8014","1",2
"8015","0",-4
"8016","1",11
"8017","0",-1
"8018","1",8
"8019","1",-14
"8020","1",-2
"8021","0",23
"8022","0",12
"8023","1",18
"8024","0",-2
"8025","1",17
"8026","0",-3
"8027","1",-6
"8028","1",-4
"8029","1",3
"8030","0",-4
"8031","1",-2
"8032","1",-11
"8033","1",-5
"8034","1",-8
"8035","0",-9
"8036","1",13
"8037","1",11
"8038","0",-4
"8039","0",-12
"8040","1",7
"8041","0",8
"8042","0",18
"8043","0",1
"8044","0",31
"8045","1",17
"8046","0",-8
"8047","0",1
"8048","0",8
"8049","0",-9
"8050","1",28
"8051","1",26
"8052","0",-1
"8053","1",-1
"8054","1",-12
"8055","0",3
"8056","0",3
"8057","1",19
"8058","0",-19
"8059","1",-7
"8060","1",-21
"8061","0",-7
"8062","1",2
"8063","1",-7
"8064","1",-8
"8065","0",-10
"8066","1",21
"8067","0",-1
"8068","1",21
"8069","1",1
"8070","0",-2
"8071","1",30
"8072","0",-3
"8073","0",15
"8074","0",6
"8075","0",-2
"8076","1",11
"8077","0",3
"8078","0",14
"8079","1",5
"8080","0",-1
"8081","0",13
"8082","0",13
"8083","0",1
"8084","0",3
"8085","0",-8
"8086","1",6
"8087","1",11
"8088","0",-13
"8089","0",-13
"8090","1",8
"8091","0",-20
"8092","1",1
"8093","1",8
"8094","0",-15
"8095","0",4
"8096","0",8
"8097","0",-9
"8098","1",9
"8099","1",-11
"8100","1",-2
"8101","1",-4
"8102","1",-5
"8103","1",-3
"8104","1",-1
"8105","1",29
"8106","0",-9
"8107","0",10
"8108","0",7
"8109","1",-11
"8110","1",-8
"8111","0",34
"8112","0",9
"8113","1",18
"8114","0",-6
"8115","1",11
"8116","0",-15
"8117","1",16
"8118","0",-16
"8119","1",3
"8120","0",-3
"8121","1",12
"8122","0",-24
"8123","1",10
"8124","0",-9
"8125","1",21
"8126","0",-18
"8127","1",22
"8128","0",-17
"8129","0",27
"8130","0",3
"8131","0",-3
"8132","1",22
"8133","1",-12
"8134","1",-10
"8135","0",16
"8136","0",17
"8137","0",7
"8138","0",8
"8139","0",15
"8140","0",3
"8141","0",11
"8142","0",16
"8143","0",5
"8144","0",26
"8145","1",3
"8146","0",-3
"8147","1",1
"8148","0",-14
"8149","0",10
"8150","0",1
"8151","1",19
"8152","0",-7
"8153","0",18
"8154","0",5
"8155","1",8
"8156","0",-6
"8157","0",17
"8158","0",7
"8159","1",-10
"8160","1",-3
"8161","1",-1
"8162","1",-1
"8163","1",17
"8164","0",-10
"8165","0",12
"8166","0",1
"8167","0",25
"8168","0",1
"8169","0",-15
"8170","1",19
"8171","1",17
"8172","0",-8
"8173","0",28
"8174","0",21
"8175","0",-6
"8176","1",7
"8177","0",4
"8178","0",4
"8179","0",-7
"8180","1",3
"8181","0",1
"8182","0",10
"8183","1",16
"8184","0",-16
"8185","1",-2
"8186","1",-3
"8187","0",-9
"8188","1",24
"8189","0",17
"8190","0",11
"8191","0",15
"8192","0",7
"8193","1",11
"8194","0",-18
"8195","0",-15
"8196","1",14
"8197","0",-7
"8198","1",15
"8199","0",7
"8200","0",23
"8201","0",22
"8202","0",14
"8203","0",-6
"8204","1",11
"8205","0",-7
"8206","1",17
"8207","1",18
"8208","0",-8
"8209","1",33
"8210","0",-8
"8211","0",-16
"8212","1",2
"8213","1",-8
"8214","1",-3
"8215","0",-13
"8216","1",18
"8217","1",-1
"8218","1",-18
"8219","0",-15
"8220","1",5
"8221","1",18
"8222","0",-8
"8223","0",11
"8224","0",9
"8225","0",14
"8226","0",21
"8227","1",27
"8228","0",-15
"8229","0",-4
"8230","1",12
"8231","0",-14
"8232","1",7
"8233","0",5
"8234","0",4
"8235","0",-1
"8236","1",36
"8237","0",-33
"8238","1",15
"8239","1",7
"8240","0",-21
"8241","1",13
"8242","0",-3
"8243","1",6
"8244","0",-5
"8245","1",3
"8246","0",-13
"8247","0",5
"8248","0",6
"8249","0",-17
"8250","1",7
"8251","0",3
"8252","0",25
"8253","1",3
"8254","0",-1
"8255","0",-16
"8256","1",17
"8257","0",3
"8258","0",1
"8259","1",17
"8260","0",-6
"8261","0",-2
"8262","1",5
"8263","0",-7
"8264","1",9
"8265","0",1
"8266","0",10
"8267","0",-11
"8268","1",23
"8269","1",2
"8270","0",-12
"8271","1",-7
"8272","1",-4
"8273","0",-18
"8274","1",9
"8275","0",5
"8276","0",11
"8277","0",8
"8278","0",15
"8279","1",17
"8280","0",-13
"8281","0",15
"8282","0",18
"8283","0",-6
"8284","1",9
"8285","0",-8
"8286","1",14
"8287","1",-8
"8288","1",-2
"8289","0",13
"8290","0",9
"8291","1",-14
"8292","1",-6
"8293","1",4
"8294","0",-5
"8295","1",-9
"8296","1",-8
"8297","0",15
"8298","0",8
"8299","0",-1
"8300","1",15
"8301","0",15
"8302","0",4
